Sample in Buffer,Sample in Window,TRIGGER,design_1_i/system_ila_0/inst/net_slot_0_axi_ar_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_araddr[31:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arburst[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arcache[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arid[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arlen[7:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arlock,design_1_i/system_ila_0/inst/net_slot_0_axi_arprot[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arqos[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arsize[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_aw_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awaddr[31:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awburst[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awcache[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awid[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awlen[7:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awlock,design_1_i/system_ila_0/inst/net_slot_0_axi_awprot[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awqos[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awsize[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_b_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_bid[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_bresp[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_r_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_rdata[63:0],design_1_i/system_ila_0/inst/net_slot_0_axi_rid[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_rresp[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_wdata[63:0],design_1_i/system_ila_0/inst/net_slot_0_axi_wstrb[7:0],design_1_i/system_ila_0/inst/net_slot_0_axi_aw_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_awready,design_1_i/system_ila_0/inst/net_slot_0_axi_w_ctrl[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_wvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_wready,design_1_i/system_ila_0/inst/net_slot_0_axi_wlast,design_1_i/system_ila_0/inst/net_slot_0_axi_b_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_bvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_bready,design_1_i/system_ila_0/inst/net_slot_0_axi_ar_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_arready,design_1_i/system_ila_0/inst/net_slot_0_axi_r_ctrl[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_rvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_rready,design_1_i/system_ila_0/inst/net_slot_0_axi_rlast,AR_Channel_(i1:s0)_(RISCV_axi4_mem)[2:0],AW_Channel_(i1:s0)_(RISCV_axi4_mem)[2:0],B_Channel_(i1:s0)_(RISCV_axi4_mem)[2:0],Interface_(i1:s0)_(RISCV_axi4_mem)[2:0],R_Channel_(i1:s0)_(RISCV_axi4_mem)[2:0],W_Channel_(i1:s0)_(RISCV_axi4_mem)[2:0],ila_1___slot_0___RISCV_axi4_mem___Read_Transactions_0[15:0],ila_1___slot_0___RISCV_axi4_mem___Write_Transactions_0[15:0]
765,765,0,0,80003b00,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,80003b00,"INCR",0,6,07,0,"Data Secure Privileged",0,"8 bytes",1,6,"OKAY",0,85d2f75ff0ef008a,2,"OKAY",ede3ffcebc230ea1,ff,2,0,1,7,1,1,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","Active","_","Last Data","_","Write (ID:6 Addr:0x80003b00)"
766,766,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80003b00)"
767,767,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80003b00)"
768,768,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80003b00)"
769,769,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80003b00)"
770,770,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80003b00)"
771,771,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80003b00)"
772,772,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80003b00)"
773,773,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80003b00)"
774,774,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80003b00)"
775,775,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80003b00)"
776,776,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80003b00)"
777,777,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:6 Addr:0x80003b00)"
778,778,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",1,6,"OKAY",0,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,3,1,1,2,0,1,0,0,0,0,"_","_","Write Response","Active","_","_","_","Write (ID:6 Addr:0x80003b00)"
779,779,0,0,80003b00,"INCR",0,2,07,0,"Data Secure Privileged",0,"8 bytes",0,80003b00,"INCR",0,2,07,0,"Data Secure Privileged",0,"8 bytes",0,6,"OKAY",0,85d2f75ff0ef008a,2,"OKAY",0000000000000000,ff,2,0,1,4,0,0,1,2,0,1,3,1,1,0,0,0,0,"Addr Cmd","_","_","Active","_","_","Read (ID:2 Addr:0x80003b00)","_"
780,780,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,0,0,0,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
781,781,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
782,782,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
783,783,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
784,784,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
785,785,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
786,786,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
787,787,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
788,788,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
789,789,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
790,790,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
791,791,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
792,792,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
793,793,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
794,794,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
795,795,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
796,796,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
797,797,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
798,798,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
799,799,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
800,800,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,85d2f75ff0ef008a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","Read (ID:2 Addr:0x80003b00)","_"
801,801,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,"_","_","_","Active","Data Beat","_","Read (ID:2 Addr:0x80003b00)","_"
802,802,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,030502c57d63832a,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,"_","_","_","Active","Data Beat","_","Read (ID:2 Addr:0x80003b00)","_"
803,803,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,fe661de3feb30fa3,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,"_","_","_","Active","Data Beat","_","Read (ID:2 Addr:0x80003b00)","_"
804,804,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,e6b3008593938082,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,"_","_","_","Active","Data Beat","_","Read (ID:2 Addr:0x80003b00)","_"
805,805,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,e833010697130075,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,"_","_","_","Active","Data Beat","_","Read (ID:2 Addr:0x80003b00)","_"
806,806,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,6e330208189300e6,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,"_","_","_","Active","Data Beat","_","Read (ID:2 Addr:0x80003b00)","_"
807,807,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,8eaafec573e30118,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,"_","_","_","Active","Data Beat","_","Read (ID:2 Addr:0x80003b00)","_"
808,808,0,1,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",1,ede3ffcebc230ea1,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,7,1,1,1,"_","_","_","Active","Last Data","_","Read (ID:2 Addr:0x80003b00)","_"
809,809,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
810,810,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
811,811,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
812,812,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
813,813,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
814,814,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
815,815,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
816,816,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
817,817,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
818,818,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
819,819,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
820,820,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
821,821,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
822,822,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
823,823,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
824,824,0,0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,00000000,"INCR",0,0,00,0,"Data Secure Privileged",0,"1 byte",0,6,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","_"
825,825,0,0,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",0,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",0,6,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000001,ff,3,1,1,1,1,0,0,2,0,1,2,0,1,0,0,0,0,"_","Addr Cmd","_","Active","_","_","_","Write (ID:8 Addr:0x80000e40)"
826,826,0,0,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,6,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000001,ff,0,0,0,1,1,0,0,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:8 Addr:0x80000e40)"
827,827,0,0,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,6,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000001,ff,2,0,1,1,1,0,0,2,0,1,2,0,1,0,0,0,0,"_","_","_","_","_","_","_","Write (ID:8 Addr:0x80000e40)"
828,828,0,0,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,80000e40,"INCR",0,8,07,0,"Data Secure Privileged",0,"8 bytes",1,8,"OKAY",0,00028b630ff5f593,2,"OKAY",0000000000000001,ff,2,0,1,3,1,1,0,2,0,1,2,0,1,0,0,0,0,"_","_","_","Active","_","Data Beat","_","Write (ID:8 Addr:0x80000e40)"
